v_63,v_64,v_65,v_66,v_67,v_68,v_69,v_70,v_178,v_179,v_92,v_93,v_94,v_95,v_96,v_97,v_98,v_99,v_180,v_181,v_100,v_101,v_102,v_103,v_104,v_105,v_106,v_107,v_182,v_183,v_116,v_117,v_118,v_119,v_120,v_121,v_122,v_123,v_184,v_185,v_124,v_125,v_126,v_127,v_128,v_129,v_130,v_131,v_186,v_187,plz1,succ,labour,sh_famlab,fulltime,age,master,uaa,sh_grassland,organic,cows,milkyield,sh_rent
1,0,0,0,0,0,0,1,0,1,-77,0,0,0,1,0,1,-77,0,-77,-77,0,1,0,-77,0,-77,-77,1,-77,-77,0,-77,0,-77,0,-77,-77,-77,-77,-77,0,-77,1,-77,0,-77,-77,-77,-77,5,1,1.5,1,1,58,0,80,80,0,42,9761.904761904762,50
0,0,1,1,0,0,0,0,1,1,0,0,-77,-77,1,0,0,0,-77,-77,0,0,-77,-77,-77,0,0,0,-77,-77,0,0,-77,-77,-77,0,1,0,-77,-77,0,1,-77,-77,-77,1,-77,0,-77,-77,8,1,3.5,.85714287,1,36,1,150,35,0,230,9000,80
1,0,1,1,0,0,0,0,0,0,-77,1,-77,-77,1,0,0,0,0,0,-77,-77,-77,-77,-77,0,0,0,0,0,-77,-77,-77,-77,-77,0,0,0,1,1,-77,-77,-77,-77,-77,0,1,0,-77,-77,2,1,3,.73333335,1,40,1,105,80,0,138,9300,100
0,1,1,1,0,0,0,0,1,0,0,-77,-77,-77,1,1,0,0,-77,1,0,-77,-77,-77,-77,-77,1,0,-77,-77,1,-77,-77,-77,-77,-77,-77,0,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,-77,-77,9,1,2,1,1,40,1,70,20,0,60,7000,30
1,1,0,1,1,0,0,0,1,0,-77,-77,1,-77,-77,0,1,0,-77,1,-77,-77,-77,-77,-77,0,-77,0,-77,-77,-77,-77,-77,-77,-77,0,-77,0,-77,-77,-77,-77,-77,-77,-77,1,-77,0,-77,-77,2,1,1.5,1,1,54,1,110,55,0,120,8200,55
0,0,1,1,0,0,0,1,0,1,0,0,-77,-77,1,0,1,-77,1,-77,0,0,-77,-77,-77,0,-77,-77,-77,-77,0,0,-77,-77,-77,0,-77,-77,-77,-77,0,0,-77,-77,-77,0,-77,-77,-77,-77,8,0,1,1,1,40,0,20,100,0,20,10000,75
1,1,0,1,1,0,1,0,1,1,-77,-77,0,-77,-77,0,-77,0,-77,-77,-77,-77,0,-77,-77,0,-77,0,-77,-77,-77,-77,1,-77,-77,0,-77,0,-77,-77,-77,-77,-77,-77,-77,0,-77,1,-77,-77,5,1,2.6,.76923078,1,56,1,110,50,1,80,8000,70
0,0,1,0,0,0,0,0,1,0,0,0,-77,0,0,0,0,0,-77,0,0,0,-77,0,1,0,0,0,-77,0,0,0,-77,0,-77,0,0,0,-77,0,0,0,-77,0,-77,0,0,1,-77,0,8,1,2.3,.73913044,1,38,1,50,20,0,70,9800,75
1,0,1,1,0,0,0,1,0,0,-77,1,-77,-77,0,0,0,-77,0,0,-77,-77,-77,-77,1,0,0,-77,0,0,-77,-77,-77,-77,-77,0,0,-77,1,1,-77,-77,-77,-77,-77,0,0,-77,-77,-77,2,1,1,1,1,44,1,70,100,0,60,7500,30
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,-77,0,1,-77,0,-77,0,1,-77,-77,-77,1,-77,-77,1,-77,0,-77,-77,-77,-77,-77,-77,-77,-77,-77,0,-77,-77,4,1,2,1,1,42,1,75,5,0,120,7500,60
0,1,1,1,1,0,0,0,1,0,0,-77,-77,-77,-77,1,1,0,-77,1,0,-77,-77,-77,-77,-77,-77,0,-77,-77,1,-77,-77,-77,-77,-77,-77,0,-77,-77,-77,-77,-77,-77,-77,-77,-77,0,-77,-77,1,1,17,.11764706,1,57,1,1400,28,0,530,9811.32075471698,62
1,0,0,0,0,0,0,1,1,1,-77,0,0,0,1,0,1,-77,-77,-77,-77,1,0,0,-77,0,-77,-77,-77,-77,-77,-77,0,0,-77,0,-77,-77,-77,-77,-77,-77,0,0,-77,0,-77,-77,-77,-77,7,0,2,1,1,54,1,30,60,0,30,6000,50
1,1,0,0,0,0,0,0,1,1,-77,-77,0,1,1,0,1,1,-77,-77,-77,-77,0,-77,-77,0,-77,-77,-77,-77,-77,-77,1,-77,-77,0,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,-77,-77,-77,-77,5,1,2,1,1,33,1,115,80,0,60,8000,50
1,1,1,1,1,0,0,0,1,1,-77,-77,-77,-77,-77,0,1,0,-77,-77,-77,-77,-77,-77,-77,0,-77,0,-77,-77,-77,-77,-77,-77,-77,0,-77,0,-77,-77,-77,-77,-77,-77,-77,1,-77,1,-77,-77,2,0,1.7,1,1,54,1,87,70,0,120,10000,80
1,0,0,0,0,0,1,1,0,1,-77,0,0,0,1,0,-77,-77,0,-77,-77,0,0,0,-77,0,-77,-77,0,-77,-77,0,0,0,-77,0,-77,-77,0,-77,-77,0,0,0,-77,0,-77,-77,0,-77,4,0,2.2,1,1,66,0,30,60,0,32,8759.875,77
1,0,0,0,0,0,0,0,0,0,-77,0,0,0,1,0,1,0,1,1,-77,0,0,0,-77,0,-77,0,-77,-77,-77,0,0,1,-77,0,-77,1,-77,-77,-77,0,1,-77,-77,1,-77,-77,-77,-77,2,0,3,.66666669,1,52,1,120,85,0,120,7000,40
1,0,0,0,0,0,0,1,0,1,-77,1,0,0,1,0,0,-77,0,-77,-77,-77,0,1,-77,0,0,-77,1,-77,-77,-77,1,-77,-77,1,0,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,-77,-77,-77,5,1,1.5,1,1,29,0,33,45,0,25,8000,30
0,0,1,1,0,0,0,0,1,0,0,0,-77,-77,1,0,0,0,-77,0,0,1,-77,-77,-77,0,0,0,-77,0,0,-77,-77,-77,-77,0,0,0,-77,1,1,-77,-77,-77,-77,0,0,1,-77,-77,8,1,1.6,.75,1,32,1,65,80,0,85,8300,60
0,0,0,1,0,0,1,0,1,1,0,1,1,-77,1,0,-77,0,-77,-77,0,-77,-77,-77,-77,0,-77,0,-77,-77,1,-77,-77,-77,-77,0,-77,1,-77,-77,-77,-77,-77,-77,-77,0,-77,-77,-77,-77,4,1,1.5,1,1,55,0,40,50,0,80,8000,10
1,0,1,1,1,0,0,0,1,0,-77,0,-77,-77,-77,0,0,0,-77,0,-77,0,-77,-77,-77,0,0,0,-77,0,-77,0,-77,-77,-77,0,0,0,-77,0,-77,0,-77,-77,-77,0,0,0,-77,0,2,1,12,.16666667,1,54,1,650,85,0,800,9500,85
1,0,0,1,0,0,1,0,1,1,-77,0,0,-77,1,0,-77,0,-77,-77,-77,0,0,-77,-77,1,-77,0,-77,-77,-77,0,0,-77,-77,-77,-77,1,-77,-77,-77,0,0,-77,-77,-77,-77,-77,-77,-77,6,0,3,.66666669,1,52,1,120,100,1,70,7500,80
0,1,1,1,1,0,0,0,1,0,0,-77,-77,-77,-77,0,1,0,-77,1,1,-77,-77,-77,-77,0,-77,0,-77,-77,-77,-77,-77,-77,-77,0,-77,0,-77,-77,-77,-77,-77,-77,-77,0,-77,0,-77,-77,2,1,2.5,.80000001,1,30,1,100,40,0,145,10000,50
0,0,1,0,0,0,0,0,0,0,0,0,-77,0,1,0,0,0,1,0,0,0,-77,0,-77,0,0,0,-77,0,0,1,-77,0,-77,0,0,0,-77,0,0,-77,-77,0,-77,0,0,0,-77,1,5,1,4.5,.66666669,1,42,1,100,74,0,130,10300,35
0,1,1,1,0,0,0,0,0,1,0,-77,-77,-77,1,0,0,0,1,-77,0,-77,-77,-77,-77,0,1,0,-77,-77,0,-77,-77,-77,-77,0,-77,0,-77,-77,0,-77,-77,-77,-77,0,-77,0,-77,-77,8,1,2.2,1,1,53,1,110,24,0,105,9400,65
0,0,1,1,0,0,0,0,1,0,0,0,-77,-77,1,0,0,0,-77,1,1,0,-77,-77,-77,1,1,0,-77,-77,-77,1,-77,-77,-77,-77,-77,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,8,1,2.5,1,1,26,1,60,50,0,80,,75
0,1,1,0,0,0,0,1,1,0,0,-77,-77,1,1,0,0,-77,-77,0,0,-77,-77,-77,-77,0,0,-77,-77,0,0,-77,-77,-77,-77,0,1,-77,-77,0,0,-77,-77,-77,-77,1,-77,-77,-77,0,9,0,1.5,1,1,55,0,40,70,0,55,7000,70
0,0,1,1,1,0,0,0,1,1,0,0,-77,-77,-77,0,0,0,-77,-77,0,0,-77,-77,-77,0,0,0,-77,-77,1,1,-77,-77,-77,0,1,0,-77,-77,-77,-77,-77,-77,-77,0,-77,0,-77,-77,2,1,50,.02,1,55,1,7000,5,0,950,11000,65
0,0,0,1,0,0,0,0,0,0,0,0,0,-77,1,0,1,0,1,0,0,0,0,-77,-77,0,-77,0,-77,0,0,1,0,-77,-77,0,-77,0,-77,1,0,-77,1,-77,-77,1,-77,0,-77,-77,9,1,3,.66666669,1,40,1,200,50,0,100,7500,80
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-77,0,1,-77,0,0,0,1,1,0,-77,0,-77,-77,0,0,0,-77,-77,1,-77,0,-77,-77,0,0,0,-77,-77,3,0,1.5,1,1,33,1,85,85,0,60,10000,60
1,0,0,0,0,0,0,1,1,1,-77,0,0,0,0,0,0,-77,-77,-77,-77,0,0,0,0,0,0,-77,-77,-77,-77,1,1,1,0,0,0,-77,-77,-77,-77,-77,-77,-77,0,0,0,-77,-77,-77,2,0,1.5,1,1,64,0,35,95,0,25,9000,5
1,0,1,1,0,0,0,0,1,1,-77,0,-77,-77,1,0,0,1,-77,-77,-77,0,-77,-77,-77,0,0,-77,-77,-77,-77,0,-77,-77,-77,0,0,-77,-77,-77,-77,0,-77,-77,-77,0,1,-77,-77,-77,2,1,1.5,1,1,61,0,90,66,0,75,8000,33
1,0,0,1,1,0,0,0,1,1,-77,1,0,-77,-77,0,1,0,-77,-77,-77,-77,1,-77,-77,1,-77,0,-77,-77,-77,-77,-77,-77,-77,-77,-77,0,-77,-77,-77,-77,-77,-77,-77,-77,-77,0,-77,-77,2,1,2.3,1,1,37,1,85,78,0,115,10200,53
0,0,1,0,0,0,0,1,1,1,0,0,-77,0,1,0,0,-77,-77,-77,0,1,-77,0,-77,0,0,-77,-77,-77,1,-77,-77,0,-77,0,0,-77,-77,-77,-77,-77,-77,1,-77,0,0,-77,-77,-77,8,1,2.5,1,1,35,1,57,100,0,55,7800,25
0,0,1,0,0,0,0,0,1,0,0,1,-77,0,1,0,1,0,-77,1,0,-77,-77,1,-77,0,-77,0,-77,-77,0,-77,-77,-77,-77,0,-77,0,-77,-77,0,-77,-77,-77,-77,0,-77,0,-77,-77,3,1,2.5,.80000001,0,40,0,100,30,0,80,,70
1,1,1,0,0,0,0,0,0,0,-77,-77,-77,0,0,0,1,0,0,0,-77,-77,-77,0,1,0,-77,0,0,0,-77,-77,-77,1,-77,1,-77,0,1,1,-77,-77,-77,-77,-77,-77,-77,1,-77,-77,2,1,2.6,.61538464,1,45,1,170,50,0,130,,75
0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,-77,-77,0,-77,0,0,-77,0,0,0,-77,-77,0,-77,0,0,-77,0,0,0,-77,-77,0,-77,0,1,-77,0,0,0,-77,-77,0,1,70,0,1,63,1,2500,5,0,1500,9333.333333333334,50
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,-77,-77,0,0,0,0,-77,0,0,0,-77,-77,0,1,0,0,-77,0,0,0,-77,-77,0,-77,1,0,-77,0,1,0,-77,-77,0,1,5,.5,1,65,0,400,5,0,120,5666.666666666667,40
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-77,0,0,0,0,0,0,0,0,-77,-77,0,0,0,0,0,0,0,0,-77,-77,0,0,0,0,0,0,0,0,-77,-77,0,0,9,1,2,1,1,59,0,50,20,0,25,7500,50
1,1,1,1,0,0,0,1,1,1,-77,-77,-77,-77,1,0,0,-77,-77,-77,-77,-77,-77,-77,-77,0,0,-77,-77,-77,-77,-77,-77,-77,-77,0,0,-77,-77,-77,-77,-77,-77,-77,-77,0,0,-77,-77,-77,3,1,1,1,0,57,1,20,50,0,16,8750,50
0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,-77,-77,-77,1,-77,0,0,1,0,1,-77,-77,-77,-77,-77,1,1,-77,0,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,-77,-77,-77,-77,8,1,1.5,1,1,50,1,55,15,0,35,,40
0,1,1,1,0,0,0,0,1,1,0,-77,-77,-77,1,0,0,0,-77,-77,0,-77,-77,-77,-77,0,1,0,-77,-77,0,-77,-77,-77,-77,0,-77,0,-77,-77,1,-77,-77,-77,-77,0,-77,0,-77,-77,8,1,2,1,1,40,0,60,90,0,80,8000,2
0,0,1,0,1,0,0,0,0,0,0,0,-77,1,-77,0,0,0,1,0,0,1,-77,-77,-77,0,0,0,-77,0,1,-77,-77,-77,-77,0,1,0,-77,0,-77,-77,-77,-77,-77,0,-77,1,-77,1,3,1,7,.2857143,1,45,1,120,55,0,130,,70
0,0,1,0,0,0,0,0,1,1,0,0,-77,0,0,0,0,0,-77,-77,0,0,-77,0,0,0,0,0,-77,-77,0,0,-77,0,0,0,0,0,-77,-77,0,1,-77,1,0,1,1,0,-77,-77,8,1,2.5,.80000001,1,55,1,90,50,0,120,9600,60
0,1,1,1,0,0,0,0,0,0,0,-77,-77,-77,1,0,0,0,1,0,0,-77,-77,-77,-77,0,1,0,-77,0,0,-77,-77,-77,-77,0,-77,1,-77,1,1,-77,-77,-77,-77,0,-77,-77,-77,-77,9,1,2.6,1,1,29,1,60,33,0,80,8000,33
0,1,1,1,0,0,0,0,1,0,1,-77,-77,-77,1,0,0,0,-77,1,-77,-77,-77,-77,-77,0,1,0,-77,-77,-77,-77,-77,-77,-77,0,-77,0,-77,-77,-77,-77,-77,-77,-77,1,-77,0,-77,-77,4,0,2.5,.60000002,1,54,1,110,40,0,150,9500,50
0,0,1,1,1,0,0,0,1,0,1,0,-77,-77,-77,0,0,0,-77,1,-77,1,-77,-77,-77,0,0,0,-77,-77,-77,-77,-77,-77,-77,0,1,0,-77,-77,-77,-77,-77,-77,-77,1,-77,0,-77,-77,2,1,7,.42857143,1,58,1,260,30,0,400,10300,70
1,1,1,1,0,0,1,0,1,1,-77,-77,-77,-77,1,0,-77,0,-77,-77,-77,-77,-77,-77,-77,0,-77,1,-77,-77,-77,-77,-77,-77,-77,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,7,1,1,1,1,32,1,110,50,1,72,4861.111111111111,70
1,1,1,1,1,1,1,0,1,1,-77,-77,-77,-77,-77,-77,-77,0,-77,-77,-77,-77,-77,-77,-77,-77,-77,0,-77,-77,-77,-77,-77,-77,-77,-77,-77,0,-77,-77,-77,-77,-77,-77,-77,-77,-77,0,-77,-77,3,1,3.5,0,1,53,1,165,100,1,170,6500,100
0,1,1,1,0,0,0,0,0,0,1,-77,-77,-77,1,0,0,0,1,1,-77,-77,-77,-77,-77,0,0,0,-77,-77,-77,-77,-77,-77,-77,0,0,0,-77,-77,-77,-77,-77,-77,-77,0,0,0,-77,-77,4,1,2.7,.48148149,1,55,1,135,25,0,120,9166.666666666666,75
0,0,1,0,0,0,0,0,0,0,0,1,-77,0,1,0,0,0,0,1,0,-77,-77,0,-77,0,0,1,1,-77,0,-77,-77,1,-77,0,0,-77,-77,-77,1,-77,-77,-77,-77,0,0,-77,-77,-77,8,1,1.8,1,1,61,0,52,76,0,73,8400,60
1,0,0,0,0,0,0,1,1,1,-77,0,0,0,1,0,1,-77,-77,-77,-77,0,1,0,-77,0,-77,-77,-77,-77,-77,1,-77,0,-77,1,-77,-77,-77,-77,-77,-77,-77,1,-77,-77,-77,-77,-77,-77,5,0,1.7,1,1,55,1,70,35,0,30,8333.333333333334,100
0,0,1,1,1,0,0,0,1,1,0,1,-77,-77,-77,0,0,0,-77,-77,0,-77,-77,-77,-77,0,1,0,-77,-77,0,-77,-77,-77,-77,0,-77,0,-77,-77,1,-77,-77,-77,-77,0,-77,0,-77,-77,2,1,2.5,.60000002,1,33,1,120,60,0,140,10500,80
1,1,0,1,0,0,1,1,1,1,-77,-77,0,-77,1,1,-77,-77,-77,-77,-77,-77,0,-77,-77,-77,-77,-77,-77,-77,-77,-77,0,-77,-77,-77,-77,-77,-77,-77,-77,-77,0,-77,-77,-77,-77,-77,-77,-77,8,1,1.5,1,1,44,1,24,90,1,25,7000,45
1,0,1,1,0,0,0,0,0,1,-77,0,-77,-77,1,0,0,0,0,-77,-77,0,-77,-77,-77,0,0,0,0,-77,-77,0,-77,-77,-77,0,0,0,0,-77,-77,0,-77,-77,-77,1,0,0,0,-77,3,1,2.5,1,1,52,0,110,45,0,110,12000,65
0,0,1,1,0,0,0,0,0,0,0,1,-77,-77,1,0,0,0,1,1,0,-77,-77,-77,-77,1,0,0,-77,-77,1,-77,-77,-77,-77,-77,1,0,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,-77,-77,4,1,1.2,1,1,50,1,90,40,0,75,10000,55
1,1,1,1,0,0,0,0,1,1,-77,-77,-77,-77,1,0,0,0,-77,-77,-77,-77,-77,-77,-77,0,0,0,-77,-77,-77,-77,-77,-77,-77,0,0,0,-77,-77,-77,-77,-77,-77,-77,0,0,0,-77,-77,3,1,2.5,.60000002,1,40,0,100,50,0,140,9800,60
1,0,0,1,0,0,0,0,1,0,-77,0,1,-77,1,0,0,0,-77,0,-77,1,-77,-77,-77,0,1,0,-77,1,-77,-77,-77,-77,-77,0,-77,0,-77,-77,-77,-77,-77,-77,-77,0,-77,1,-77,-77,2,1,3,.66666669,1,32,1,122,55,0,115,9500,80
1,0,0,0,0,0,1,1,1,1,-77,1,1,0,1,0,-77,-77,-77,-77,-77,-77,-77,1,-77,0,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,7,1,1.6,.9375,0,24,0,88,35,0,33,7500,30
0,1,1,1,0,0,0,0,1,1,1,-77,-77,-77,1,0,0,0,-77,-77,-77,-77,-77,-77,-77,0,1,0,-77,-77,-77,-77,-77,-77,-77,0,-77,0,-77,-77,-77,-77,-77,-77,-77,0,-77,0,-77,-77,8,1,3,.66666669,1,39.5,1,150,33,0,150,9600,20
0,1,0,1,1,0,1,0,1,1,0,-77,0,-77,-77,0,-77,0,-77,-77,0,-77,0,-77,-77,0,-77,0,-77,-77,1,-77,1,-77,-77,1,-77,0,-77,-77,-77,-77,-77,-77,-77,-77,-77,0,-77,-77,5,1,2,.5,1,51,1,100,15,0,120,10000,50
0,0,0,1,0,0,0,0,0,0,0,1,0,-77,1,0,0,0,0,0,0,-77,0,-77,-77,0,1,0,1,1,0,-77,1,-77,-77,0,-77,1,-77,-77,0,-77,-77,-77,-77,1,-77,-77,-77,-77,8,1,2.5,1,1,40,1,76,35,0,80,8000,26
0,0,0,1,0,0,0,0,1,1,0,0,0,-77,1,0,0,1,-77,-77,0,0,0,-77,-77,0,0,-77,-77,-77,0,1,1,-77,-77,0,1,-77,-77,-77,0,-77,-77,-77,-77,0,-77,-77,-77,-77,3,1,2,1,1,55,1,78,55,0,90,8000,66
0,0,1,0,0,0,0,0,1,1,1,1,-77,0,0,0,0,0,-77,-77,-77,-77,-77,1,0,0,0,0,-77,-77,-77,-77,-77,-77,0,0,1,0,-77,-77,-77,-77,-77,-77,0,1,-77,0,-77,-77,0,1,8.5,0,1,25,1,1000,30,0,350,9200,80
0,1,0,1,0,0,0,0,0,1,0,-77,0,-77,1,0,0,0,0,-77,0,-77,0,-77,-77,0,0,0,1,-77,0,-77,1,-77,-77,0,0,0,-77,-77,0,-77,-77,-77,-77,0,0,0,-77,-77,9,1,1.5,1,1,26,1,75,80,0,70,7000,60
0,0,1,1,0,0,0,0,0,0,0,0,-77,-77,1,0,0,0,0,0,0,0,-77,-77,-77,0,0,0,1,0,0,0,-77,-77,-77,0,1,0,-77,1,0,1,-77,-77,-77,0,-77,0,-77,-77,9,1,2.5,.80000001,1,46,1,144,33,0,120,9000,35
1,0,1,1,0,0,0,0,1,1,-77,1,-77,-77,1,0,0,0,-77,-77,-77,-77,-77,-77,-77,0,0,0,-77,-77,-77,-77,-77,-77,-77,0,0,0,-77,-77,-77,-77,-77,-77,-77,0,0,0,-77,-77,1,0,7,.2857143,1,59,1,650,20,0,150,10500,10
1,0,0,0,0,0,0,1,1,1,-77,0,0,0,1,0,1,-77,-77,-77,-77,0,0,0,-77,0,-77,-77,-77,-77,-77,0,0,0,-77,0,-77,-77,-77,-77,-77,1,1,0,-77,0,-77,-77,-77,-77,5,1,1.3,1,1,37,1,55,55,0,40,7500,60
1,1,1,1,1,0,1,1,1,1,-77,-77,-77,-77,-77,0,-77,-77,-77,-77,-77,-77,-77,-77,-77,0,-77,-77,-77,-77,-77,-77,-77,-77,-77,0,-77,-77,-77,-77,-77,-77,-77,-77,-77,0,-77,-77,-77,-77,8,1,2,1,1,52.5,1,50,35,0,55,7500,2
1,0,1,0,0,0,0,0,0,0,-77,1,-77,0,0,0,0,0,1,1,-77,-77,-77,1,0,0,0,0,-77,-77,-77,-77,-77,-77,1,0,0,0,-77,-77,-77,-77,-77,-77,-77,0,1,0,-77,-77,2,1,2,.85000002,1,30,1,93,53,0,110,9000,15
0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,-77,-77,-77,1,-77,0,0,0,0,0,-77,-77,-77,-77,-77,0,0,0,0,0,-77,-77,-77,-77,-77,0,0,1,0,0,-77,-77,-77,8,1,1.5,1,1,60,0,25.85,100,0,30,6500,0
1,1,0,1,0,0,0,1,1,0,-77,-77,0,-77,1,0,0,-77,-77,1,-77,-77,0,-77,-77,0,0,-77,-77,-77,-77,-77,0,-77,-77,0,0,-77,-77,-77,-77,-77,1,-77,-77,0,1,-77,-77,-77,2,1,1,1,0,56,1,74,100,0,55,8500,40
1,0,0,0,0,0,0,1,0,0,-77,0,0,0,0,0,0,-77,0,0,-77,0,0,0,0,0,0,-77,0,0,-77,0,0,0,0,0,0,-77,0,0,-77,0,1,1,0,0,0,-77,1,1,8,1,,1,1,63,0,60,15,0,30,,0
1,0,0,1,0,0,1,1,0,0,-77,0,0,-77,0,0,-77,-77,0,1,-77,0,1,-77,0,0,-77,-77,0,-77,-77,0,-77,-77,1,0,-77,-77,1,-77,-77,1,-77,-77,-77,0,-77,-77,-77,-77,9,1,1.5,1,0,35,0,75,60,0,55,8727.272727272728,75
1,0,0,1,0,0,1,0,1,0,-77,0,0,-77,0,0,-77,0,-77,1,-77,1,1,-77,0,0,-77,0,-77,-77,-77,-77,-77,-77,0,0,-77,0,-77,-77,-77,-77,-77,-77,0,0,-77,0,-77,-77,3,1,2.5,1,1,62,1,150,30,1,75,7500,50
0,1,1,1,1,0,0,0,0,0,0,-77,-77,-77,-77,0,1,0,1,1,0,-77,-77,-77,-77,1,-77,0,-77,-77,0,-77,-77,-77,-77,-77,-77,0,-77,-77,0,-77,-77,-77,-77,-77,-77,1,-77,-77,8,1,1.5,1,1,50,0,85,45,0,120,8500,70
